gene	logFC	AveExpr	t	P.Value	adj.P.Val	B	DEG
Zscan29	-0.176872964962457	3.17748732695209	-3.09260062700962	0.00301111281597022	0.00515114220960664	-2.80041748786268	No
Syngr1	0.318720410720083	5.12240210171805	3.09259887487489	0.00301112811552445	0.00515114220960664	-2.80042221352953	No
Pigt	0.126545965324721	4.28066406547439	3.09209784111837	0.00301550610104196	0.00515804874096872	-2.80177346771902	No
Rfk	0.0706974337486228	5.96279456465919	3.09057756335135	0.00302882659824232	0.00518024822553297	-2.80587258472254	No
Zbtb11	0.157528625385026	3.89754948391023	3.09008252095264	0.0030331759620512	0.00518710096176356	-2.80720705014446	No
Slmap	0.258100936768966	7.45639025105493	3.08772756785853	0.00305394627816744	0.00522203080977055	-2.81355308152046	No
Pcbd1	-0.593939029237766	-0.389810573668483	-3.08631793377634	0.0030664425633711	0.00524280636145377	-2.81735002987447	No
Stk16	-0.126876903481286	4.20234450527014	-3.08618528342441	0.00306762095462177	0.00524422879853917	-2.81770726827134	No
RP24-317M4.6	0.533201861736523	0.144608047846888	3.08592387142049	0.00306994443121879	0.00524760826555894	-2.81841123992122	No
Ept1	-0.166592734175467	4.21019257969095	-3.08552399799064	0.00307350176058268	0.00525309581706003	-2.81948799886224	No
C730034F03Rik	0.455881690296339	0.727863863677529	3.08506628579532	0.00307757836070658	0.00525946954440915	-2.82072037904035	No
Mfsd11	0.158402327552872	4.57560144828564	3.08446483871293	0.00308294281538127	0.00526804248100707	-2.8223395609184	No
Tmem209	-0.161636554284593	3.29703657779503	-3.0841301321385	0.00308593192967004	0.00527255502836851	-2.8232405399975	No
Polr2a	-0.149410867967787	5.17803400839627	-3.08381564572216	0.00308874293483594	0.00527676227824698	-2.82408702493782	No
RP23-378I13.4	-1.63043189000496	0.983037959722486	-3.08360175981161	0.00309065609963276	0.00527943489463335	-2.8246626935647	Yes
RP24-142E6.5	-0.531390643404562	-1.09079315877007	-3.08248982490679	0.00310061998324261	0.00529585753202377	-2.8276549725386	No
Rab4b	-0.187141046203752	2.51831001323123	-3.08234888475315	0.00310188506863783	0.00529742059668767	-2.82803419451272	No
Xpnpep3	0.129515770577003	3.63962195529846	3.08210987843744	0.00310403150318912	0.00530048831306	-2.8286772504155	No
Cactin	0.104598255145202	3.67775749148317	3.08109096480977	0.00311319760232253	0.00531554086442122	-2.83141827209597	No
Inca1	0.294104914591309	1.41852901298396	3.08026246947418	0.0031206693466913	0.00532769736891991	-2.83364655725913	No
Tec	0.260763049988522	3.5438424613957	3.08004289381552	0.00312265238624987	0.00533044328623733	-2.83423704559116	No
Reps2	-0.315805928742561	0.88053335959607	-3.08000640943983	0.00312298199931556	0.00533044328623733	-2.83433515732569	No
Rrm2	-0.326710966624608	0.532699509331883	-3.07945990966797	0.00312792316876572	0.00533827518926443	-2.83580467295576	No
Gsto2	0.426183440684613	-0.798864866749849	3.07917050023091	0.00313054281764473	0.00534214374630886	-2.83658280654537	No
Hace1	-0.145892944604087	2.71088426095483	-3.07842791788185	0.00313727383583718	0.0053530265246735	-2.83857914100675	No
Fcf1	0.178472078482002	3.27149727474004	3.07799523240906	0.0031412020766425	0.00535889753117911	-2.83974219762595	No
AC132303.1	-0.311453663101125	1.9404173206372	-3.07797094734476	0.0031414226906912	0.00535889753117911	-2.83980747225503	No
Zgpat	0.15960612687831	4.76571598209339	3.07749998004878	0.00314570398686013	0.00536559627640436	-2.8410732881767	No
RP23-329M7.3	1.56981123638538	0.106821966690352	3.07741958210196	0.00314643538347408	0.00536623916573126	-2.84128935920268	Yes
Dnase1	0.391244387357944	0.647641180650134	3.07715139911845	0.00314887624824095	0.00536979707625002	-2.84201007650118	No
Rhob	0.211344605859138	6.95647313806594	3.07664576100098	0.00315348312170028	0.00537704747649233	-2.84336880882294	No
Fbxw8	-0.105856093299186	5.7008441303743	-3.07520306982453	0.00316666213384678	0.00539891106905874	-2.84724466510333	No
Fam173a	0.206231976672711	3.10706910924152	3.07485278325058	0.00316986976313396	0.0054037712245858	-2.8481855270116	No
Echdc2	0.18293883110443	4.69997316076511	3.0744638591679	0.00317343475824316	0.00540923942915043	-2.84923007724396	No
Txndc11	-0.161015836166156	3.95693886097114	-3.07440745802542	0.00317395205895316	0.00540936704969592	-2.84938154826725	No
Fndc5	0.318990601499069	8.01824658330468	3.07437777876082	0.00317422430324011	0.00540936704969592	-2.84946125415059	No
Brca1	-0.505294007078018	-1.45465642209229	-3.07410990494472	0.00317668246441292	0.00541294677468288	-2.85018062402713	No
Casz1	0.242938760219046	5.25193318155576	3.07391196675809	0.00317849999925908	0.00541484381927643	-2.85071215390106	No
RP23-156C20.1	-0.496923248688497	-0.439959292323169	-3.0739107499152	0.00317851117572271	0.00541484381927643	-2.85071542145214	No
Exosc2	-0.144949468728133	2.33001527749192	-3.07317088883678	0.00318531345639184	0.00542582143612689	-2.8527019739068	No
Slc43a3	-0.300053323349701	6.64206523632147	-3.07078407751036	0.00320735060644373	0.00546274454099294	-2.85910827653884	No
Pnpla7	0.281922467107503	4.33480422569515	3.07021327926579	0.0032126417795916	0.00547114087742802	-2.86063978733099	No
Map3k11	0.111424115155813	4.35707203176332	3.0699792052506	0.00321481395017983	0.00547422424947383	-2.86126777233054	No
RP23-453G12.2	0.365924422078518	0.616352888296591	3.06939738156008	0.00322021912795496	0.00548281151265124	-2.86282856609683	No
Cisd2	0.158267097882954	6.28109800430863	3.06935182700805	0.00322064269065563	0.00548291599765463	-2.86295076115522	No
Nfe2l2	0.171947646901096	6.29801942145597	3.06930077156211	0.00322111746208251	0.00548310762858484	-2.86308771018786	No
Rsl1	-0.203134733389625	1.37934283071889	-3.06909971645314	0.00322298773610786	0.00548561823253983	-2.86362699606045	No
Mbnl1	-0.217501086553368	6.99257849565384	-3.06906432158287	0.00322331709462556	0.00548561823253983	-2.86372193231519	No
Sptbn2	0.545753276687749	-0.912119626643462	3.06864444190497	0.00322722658384703	0.00549165422957243	-2.86484807445151	No
Scin	-0.431493250569701	1.55570084219699	-3.06825026219299	0.00323090081128955	0.00549728857831866	-2.86590518582132	No
Ano6	-0.208778045704872	4.72860529706028	-3.06774125315147	0.00323565116570759	0.00550475245521258	-2.86727010048598	No
Hck	-0.393966279581681	0.0728161953302302	-3.0675155130695	0.00323775998446968	0.0055077211647266	-2.86787537288134	No
Eif5	-0.147444731360202	7.44815208492837	-3.06660369349048	0.00324629109138085	0.0055216128698116	-2.87031988695288	No
Dph1	0.18383651466468	2.26667119113899	3.06644778763382	0.00324775186746065	0.00552347688682388	-2.87073780495395	No
Zscan26	-0.128926382462594	5.5403319922962	-3.06518553555502	0.00325960129309821	0.00554300655750626	-2.87412080255613	No
Gna11	0.0754061834531914	5.65553239950205	3.0634289243753	0.0032761587247256	0.00557050936104735	-2.87882705954546	No
Cmas	-0.193267595994436	4.83873033579018	-3.0633916980199	0.00327651046048128	0.00557050936104735	-2.8789267739734	No
Snip1	-0.137726321878469	2.77978890756099	-3.06308962258777	0.00327936594503334	0.00557473797595898	-2.87973587990231	No
Tbx3	0.358967218130423	3.49030657262336	3.06253223121706	0.00328464100250217	0.00558307831752502	-2.88122869449519	No
Pitpnb	-0.112866375321927	5.46056113402791	-3.06162046783971	0.00329328685927425	0.00559714566921451	-2.88367016760209	No
Abca4	0.686216153872614	0.748263212854165	3.06101335073793	0.00329905566736891	0.00560632068844079	-2.88529558102011	No
Taf11	0.15895836726328	3.81305381831077	3.06088612695222	0.00330026573895523	0.00560774753129468	-2.88563616307357	No
Trmt2b	0.147242892687229	5.63509944305212	3.06063226917437	0.00330268151086417	0.00561122252653892	-2.88631571748043	No
Pex26	-0.236565995979013	2.73671196322258	-3.06007530117249	0.00330798753874522	0.00561960670648918	-2.88780652684272	No
Adprhl2	-0.16589687299982	2.81124501178022	-3.05874645952737	0.00332067908299065	0.0056405341066329	-2.89136257493182	No
Fancg	-0.244810089013516	0.92790514121454	-3.05847571788582	0.00332327045912101	0.00564384477501485	-2.89208695541583	No
Grin3b	0.556467449201797	0.36825462609822	3.0584649269237	0.00332337378283012	0.00564384477501485	-2.89211582611423	No
RP23-233O21.5	-0.343262305497041	0.140120455697144	-3.05769783688822	0.0033307263759468	0.00565569667740692	-2.89416794833243	No
Sh3pxd2a	0.224959270520324	5.88004925158208	3.05676732627878	0.00333966574462478	0.00567024002267047	-2.89665675042741	No
Kctd2	-0.119877642799677	4.47700652493746	-3.05671010332651	0.00334021621298342	0.00567053863767445	-2.89680978451016	No
Cdh19	-0.30421622938821	2.91834975492745	-3.05560855085881	0.00335082935291945	0.00568791822656366	-2.89975531205325	No
Pcdh20	-0.580861787847047	-0.228199651568373	-3.05527297430494	0.00335406878593723	0.00569277870630316	-2.90065248272806	No
Dqx1	-0.352135949471076	0.16597087734901	-3.05522060911401	0.00335457454827022	0.00569299882418325	-2.90079247564133	No
Sgcd	0.464516064761651	2.73273537349844	3.05441843289496	0.00336233116507291	0.00570552283117068	-2.90293679200302	No
Dusp27	0.335517860700635	5.03088061668537	3.05324263426358	0.00337373076706304	0.00572422510107603	-2.90607910532895	No
Ccdc137	-0.166485408949218	2.8542960977363	-3.05311934515778	0.00337492816667558	0.00572561499351506	-2.90640854346089	No
Sec23b	-0.200993898041437	3.7820349730179	-3.052789088036	0.00337813762075439	0.0057304176717817	-2.90729096850968	No
Mtx3	0.199714173529168	3.7033847994918	3.05257367680949	0.00338023253171462	0.00573332885883427	-2.90786649545182	No
Lrrc8a	0.279134639233898	5.167878510614	3.05104022377623	0.00339518069718596	0.00575803779901423	-2.91196265664151	No
Gtpbp6	0.143674303348174	2.79963585488844	3.05019168410902	0.00340347878770474	0.00577146430920516	-2.91422863115534	No
Crkl	0.148795786075753	4.44877448827555	3.05004533327151	0.00340491190286556	0.00577324780304423	-2.91461940582014	No
Sphk2	0.187341237373838	3.84868461341595	3.04974238281864	0.00340788028204853	0.00577763374506111	-2.91542827715886	No
Ubxn10	-0.759745624084304	2.2690941817384	-3.04965638433899	0.00340872335514413	0.00577841591827232	-2.91565788060503	No
Lypla2	0.109633321310852	4.30324908466666	3.04935661838359	0.0034116635871702	0.00578275259014472	-2.91645817520753	No
Dock4	0.210488393971896	3.50727660998759	3.04840851293512	0.00342097859533597	0.00579789229469278	-2.91898898410228	No
Cd40	0.417066069918156	-0.0101801637215306	3.0467244401821	0.00343758292091595	0.00582538119968943	-2.92348291774452	No
Xrn2	0.19441193167007	4.60517958442186	3.04624960933264	0.00344227814658554	0.00583268486489948	-2.92474967201746	No
Ppp1r13b	0.1266349103301	4.66207564732767	3.04587876569182	0.00344594928574502	0.00583825185087948	-2.9257389088015	No
Heatr5b	0.222615825698826	4.75078242284821	3.04257013985468	0.00347886483453638	0.00589335898223049	-2.93456087469256	No
RP24-439I22.8	-0.676877657682581	-1.97095279054308	-3.04231374347724	0.00348142777583728	0.00589704080459043	-2.93524422549441	No
Supt7l	-0.129289783183083	3.39386083008225	-3.04111158993715	0.00349346802308842	0.00591677320804571	-2.93844765852871	No
Mfng	0.258183208529502	2.13835464975967	3.04061183640416	0.00349848475753404	0.00592460703205619	-2.93977910201134	No
Jtb	0.117944197155506	4.81427977380371	3.04050876022234	0.0034995203148044	0.0059256978216453	-2.9400536976946	No
Ucp3	0.802022186878346	5.16346134205816	3.0401854987282	0.00350276982359368	0.00593053680679578	-2.94091482446678	No
Sfswap	0.119685473568567	4.92889681924529	3.03948429669583	0.00350982816498509	0.0059418227199222	-2.94278250574078	No
Foxd2os	0.524946758181694	-1.3346640268293	3.03907411196677	0.00351396325637968	0.00594815786370073	-2.94387490403198	No
Mxd4	0.132155567943512	6.12984589593147	3.03856428930063	0.00351910913585354	0.00595620238132278	-2.94523250636881	No
Vipr2	0.423891995848428	-0.445750295562243	3.03847987090798	0.00351996188823694	0.00595697966060713	-2.94545728729167	No
Pomgnt2	-0.153967450146586	3.25004846760876	-3.03745647764597	0.00353031503632507	0.00597383288842935	-2.94818191390657	No
Fjx1	-0.726249113608212	-1.1190806623013	-3.03654290864451	0.00353958113253731	0.005988843096496	-2.9506135829705	No
RP24-274F20.4	-0.857775170386403	-2.20462231105056	-3.03612439505398	0.00354383357926639	0.00599536798423498	-2.95172737207742	No
RP23-291I12.5	-0.662319061703532	-1.62871169993206	-3.03549199731234	0.00355026830658517	0.00600558292826979	-2.95341015731377	No
Ptrf	-0.18585728491557	7.36360071882472	-3.03473484138069	0.00355798679552732	0.00601796693974219	-2.95542458156693	No
Yjefn3	0.265196726336286	1.60137681145748	3.03392027564757	0.00356630799340677	0.00603136749013426	-2.95759133456416	No
Cradd	0.207560133341336	2.40079695327369	3.0336017112741	0.00356956722173893	0.00603620516115772	-2.95843860311959	No
RP23-464D14.3	-0.505991946006729	-1.53800038096799	-3.03351619849425	0.00357044257467954	0.00603701102373494	-2.95866602577539	No
2700062C07Rik	-0.212125582233174	1.33780711263197	-3.03335960731617	0.00357204604165293	0.00603904768578759	-2.95908247043896	No
Uhrf1bp1l	0.240452869166455	5.02774171421695	3.03266815834453	0.00357913439274352	0.00605035582773327	-2.96092114843816	No
Sec1	-0.875751260773445	-1.97807239804711	-3.03245490769195	0.00358132316484066	0.00605336280693629	-2.96148815549896	No
Ttr	-0.741173817572818	-1.83400418953532	-3.03241694376461	0.00358171295162692	0.00605336280693629	-2.96158909381494	No
Catsperg1	-0.504703354281934	-1.58806291995869	-3.03229467591596	0.00358296858037457	0.00605480892718355	-2.96191417271899	No
Fbxo45	-0.136447468081903	4.16072157953593	-3.03210862134874	0.00358488005379596	0.00605736290371283	-2.96240882575311	No
Stx4a	-0.104058189222344	5.31706251295988	-3.03028743504678	0.00360364068740287	0.00608838311673042	-2.96724953927757	No
Saysd1	-0.190075658414831	1.74917287912934	-3.0287887110895	0.003619148144598	0.00611390074912671	-2.97123154902166	No
RP24-243A3.6	0.272955850201	0.330489699466015	3.02844044721791	0.00362276056471205	0.00611932040042524	-2.97215665616934	No
Rslcan18	0.526083393474382	-0.31284262835232	3.02826419763759	0.00362459002105391	0.00612172751742878	-2.97262480520442	No
Irak4	-0.196120567337838	1.71925263192927	-3.02783290704456	0.0036290704152126	0.00612861088191526	-2.97377030254545	No
Cbr1	-0.143508853536286	4.29750363115845	-3.02531573995035	0.0036553227654767	0.00617225610973634	-2.98045345009089	No
Bcl9	-0.250590363906127	4.28019786999268	-3.02388093433791	0.00367036591122559	0.006196966223972	-2.98426107368815	No
Fadd	0.219821262971781	3.26673539683277	3.02159571044645	0.00369444440258324	0.00623616396851605	-2.99032276250019	No
Snapc3	0.162002922420103	2.94031364735115	3.02157009590469	0.00369471512510548	0.00623616396851605	-2.99039068749149	No
Alpk1	-0.275043935884023	1.87330022386289	-3.02156036437045	0.0036948179834602	0.00623616396851605	-2.99041649359596	No
Mettl2	0.148642600848987	2.49191157110636	3.02115695522086	0.00369908420273614	0.00624266852408246	-2.99148620119247	No
Dusp11	-0.129904879617048	5.91042864525493	-3.02068986381215	0.00370402962270519	0.00625031773810179	-2.99272464205858	No
RP23-464E7.4	-0.424819893631814	-0.285517956401729	-3.0195594716093	0.0037160233754555	0.00626985754097696	-2.99572116917233	No
Rb1	0.12638992991967	4.42228909918586	3.01936815692421	0.00371805685065335	0.00627258939097184	-2.99622823875979	No
Filip1l	-0.433070905996731	5.08298327822334	-3.0184643690933	0.00372767719724425	0.00628811872207303	-2.9986233621389	No
RP23-222K15.23	-0.378026116514425	-0.566154956986783	-3.01840465271774	0.00372831366284345	0.00628849161316146	-2.99878159763964	No
AC158384.4	-0.419799689600387	-1.46576168242794	-3.01756526939144	0.00373727065015801	0.00630289695878921	-3.00100553882217	No
Pnkp	0.123722968486216	3.5164068617025	3.01640657986703	0.00374966786905969	0.00632310039008863	-3.00407473311872	No
Spn	-0.512055531363926	-0.719620140878491	-3.01604108162581	0.00375358640283431	0.00632900322634282	-3.0050427032556	No
Mad2l1	-0.217507342880603	1.52204586946066	-3.01579738017252	0.00375620126375462	0.00633270684159901	-3.00568806400487	No
RP23-55A6.5	0.316059937042631	1.82279109130813	3.01491541413495	0.00376567874874915	0.00634797827378226	-3.00802333188689	No
RP23-407I6.5	0.579199646670495	-0.876644262778212	3.01480719912065	0.00376684314545812	0.00634923410933582	-3.00830982879516	No
Tmco1	0.0935095625115343	5.78345499762375	3.0138966505018	0.00377665396809385	0.00636506209853091	-3.01072018707883	No
Cenpw	-0.544562484557464	-1.26142360338286	-3.01384221845648	0.00377724120647716	0.00636534313521665	-3.01086425987885	No
Ahcyl1	-0.11735849812143	6.53708550151354	-3.01275604317014	0.00378897717198979	0.00638440966491334	-3.01373878969299	No
Ghr	0.146008275442905	6.94379436398535	3.01250922121525	0.00379164877911021	0.00638820024687483	-3.01439189021332	No
Atr	0.14398838454459	3.527338413787	3.01224792691561	0.0037944789471949	0.00639225710022661	-3.01508324223373	No
Lztr1	-0.0844768296190699	4.6932955762761	-3.01142007001332	0.00380345874737991	0.00640667169442941	-3.01727335669921	No
Egr2	-0.666399969011382	-0.86314831413744	-3.01118053405806	0.00380606069424478	0.00641034120933216	-3.01790697196037	No
Ccdc126	-0.154247444247016	2.19501730780554	-3.01089972055162	0.00380911312740355	0.00641476855296862	-3.01864972647479	No
Zfp449	-0.214746694823251	2.59617799427944	-3.01086069753931	0.00380953748660175	0.00641476957421327	-3.01875293869644	No
RP24-324P21.9	0.132329202010881	2.95865168817473	3.00994515274783	0.00381950630375985	0.00643084044336743	-3.0211741866534	No
Tecpr1	0.344968115723971	5.41920844466303	3.00976394848036	0.00382148220610609	0.0064334516943988	-3.02165333486081	No
Tysnd1	0.18099413973226	3.76994678168949	3.00919167683823	0.00382772866982096	0.0064432510401145	-3.02316642102557	No
RP24-330K6.1	0.364869734955281	2.20916275996065	3.00861359055548	0.00383404825496492	0.00645317127903702	-3.02469466606933	No
Pelp1	0.115854113511325	3.87367582889221	3.00835306076315	0.00383689951745713	0.00645725235078	-3.02538333924831	No
RP23-243B24.4	-0.408707957020376	2.33605244445781	-3.00789840094875	0.00384188008763246	0.00646491560322145	-3.02658506215572	No
Arhgef10	-0.211634151029962	4.06370775292764	-3.0069431086295	0.00385236445686598	0.00648183762899158	-3.02910958384295	No
Ier5l	-0.24454928517798	1.95744539590387	-3.00681215877292	0.00385380371116869	0.00648353862854764	-3.02945559498793	No
RP23-315I4.2	-0.319594870999912	0.574894217688199	-3.006090086122	0.00386174892272863	0.00649618348619469	-3.03136334113335	No
Slc12a5	0.323556907110242	0.614056613897407	3.00573672022087	0.00386564268448562	0.00650201099530482	-3.03229682563549	No
Flot2	0.0870225229438528	5.83932767897209	3.0038858533279	0.00388609729646739	0.00653568946493982	-3.03718492846435	No
Inpp5j	-0.317667411675425	4.24827441622006	-3.00317401030871	0.00389399093350102	0.00654773684735441	-3.03906430105984	No
Plekha5	-0.127325865965141	4.70566514826929	-3.00316186888135	0.00389412569934811	0.00654773684735441	-3.03909635340633	No
Hnrnpa3	0.129852657027979	7.70360516507733	3.00280209990072	0.00389812098789235	0.00655372673419751	-3.04004606989692	No
Kcnk13	-0.490510892850139	-0.771559000800094	-3.00242898670925	0.00390226849697917	0.0065599711834837	-3.0410309237873	No
Rps19	-0.12104240318626	6.1858878111207	-3.00171448977887	0.00391022228098832	0.00657261213519889	-3.04291662805598	No
Ppm1j	0.307033382314116	3.54180063331836	3.00047688404002	0.00392403503817232	0.00659509741399496	-3.04618214104267	No
Nuak1	0.358650945270223	5.04625454315546	3.00035449955947	0.00392540342065634	0.00659630488911305	-3.0465050074673	No
Clcn4	-0.0875790907457583	6.29658780283563	-3.00033468880708	0.00392562496670759	0.00659630488911305	-3.04655726993554	No
Sc5d	-0.170311129546188	4.06123073222655	-2.99998594906918	0.00392952687205968	0.00660212850047053	-3.04747723368104	No
Irf9	-0.156323107931113	3.80469286206784	-2.99967546692897	0.00393300376656787	0.00660723682369376	-3.0482962088038	No
Ctxn3	0.787760592313193	-1.48313598635242	2.99945027369876	0.0039355273557159	0.00661074268872917	-3.0488901737536	No
Pvrl2	0.216563878361249	4.12536006282952	2.9986404688609	0.00394461475559282	0.00662527218131189	-3.05102582623245	No
RP23-220F20.2	0.202698094312538	2.99280254911262	2.99799598163912	0.00395186096214438	0.00663670637285797	-3.05272519191079	No
RP24-409F22.2	0.577099380121418	-0.976325981714207	2.99789794897487	0.00395296426445136	0.006637822854716	-3.05298365805372	No
Set	0.0910444164401252	6.15420505575347	2.9974910647443	0.00395754658205906	0.00664478040807564	-3.05405635422397	No
Ssr2	-0.129702911321674	4.470507316041	-2.99681400763411	0.00396518253839948	0.00665686295511714	-3.0558410871375	No
Pced1b	-0.345495265482772	0.409669500893024	-2.99592398074581	0.00397524126383652	0.00667300978620062	-3.05818675900098	No
Flnc	0.331524585777148	8.10478294521286	2.99561987066663	0.00397868363357473	0.00667804777082318	-3.05898812528751	No
Bcl2l1	0.40321050781211	5.52459936101795	2.99532065809808	0.0039820732735256	0.00668299614352888	-3.0597765274448	No
Atg2b	0.136434371992444	4.5907600082908	2.99489758874606	0.00398687061621162	0.00668988948769354	-3.06089118350879	No
Phospho1	0.160840015252651	5.69046325815459	2.99487830786694	0.00398708937746002	0.00668988948769354	-3.06094197985483	No
AC165086.3	-0.0995856169679881	4.39867004487294	-2.99484155001952	0.0039875064636979	0.00668988948769354	-3.06103881939362	No
Atp6ap1	0.0750794091884135	6.69723476658154	2.99463155991454	0.00398988997122585	0.00669314654082634	-3.06159202715398	No
Gm10382	0.519251495368057	-0.771708292861022	2.99413562878795	0.00399552433695414	0.00670185566900962	-3.0628984176337	No
Slc25a44	-0.11991465190845	4.12716975684856	-2.99316704180413	0.00400654999313759	0.0067196048965341	-3.06544942573572	No
Cyb5b	0.185473643997216	5.6938362536187	2.9924326920373	0.00401492813477422	0.00673291039151569	-3.06738310720244	No
Kctd1	-0.252020458525717	2.87182426148083	-2.9923892552342	0.00401542421233851	0.00673299642516398	-3.06749747352161	No
RP23-14F5.5	0.34850077680943	1.55891717263827	2.99161180258007	0.00402431289776279	0.00674715346620148	-3.06954424914106	No
Ccl9	-0.566681318563569	3.23510901600133	-2.99129421268098	0.00402794919588959	0.00675250220679696	-3.07038024524054	No
Mical2	-0.263832087194554	6.51735452937946	-2.99119932792857	0.00402903618758977	0.00675357654830406	-3.0706299989099	No
RP24-298J16.4	-0.326670203552928	0.716999004475743	-2.99078828562451	0.00403374820655112	0.00676072634530235	-3.07171186830093	No
Apobec2	0.286907279311524	6.62348766405856	2.99010225600778	0.00404162398860992	0.00677317656809221	-3.07351726365597	No
Glod4	0.104092091257656	4.59427868362415	2.98921756459635	0.00405180157791498	0.00678948110321862	-3.07584501705349	No
Lmln	0.213697576229233	1.69421590795953	2.98808802266941	0.00406483061373644	0.00681055958281597	-3.07881626819392	No
Rbm34	-0.222674212402723	1.98828123004517	-2.98692079698665	0.00407833526663883	0.00683243019769573	-3.08188577390821	No
Imp4	0.0876045244279444	4.06485497492183	2.98665928468573	0.00408136664863671	0.00683675205566698	-3.08257336293501	No
Gabbr1	-0.147010653203045	3.88898459516392	-2.98586576285232	0.00409057778032689	0.00685142359355925	-3.08465948139376	No
H2-DMb2	-0.915987895846218	-1.87045104344559	-2.98566803685715	0.0040928759740494	0.00685451449221814	-3.08517922665904	No
Sec11a	-0.119326276347983	4.20780672940949	-2.98532485485148	0.00409686767270746	0.00686044057847848	-3.08608125914979	No
Ms4a4b	-0.979909042788736	-2.18444979036363	-2.98475105866892	0.00410354983505486	0.00687087019168902	-3.08758927528197	No
Pcdhgb2	-0.29331526335333	2.22000838284134	-2.9830771187577	0.00412310173072045	0.0069028438398193	-3.09198739653898	No
RP24-87I22.6	-0.401742786527776	0.000152963806026755	-2.982456085451	0.00413037751314864	0.00691426017848546	-3.09361863937158	No
Fmn1	-0.499731649771252	0.545005076743843	-2.98186504142325	0.00413731304178971	0.00692510446999255	-3.09517087711928	No
Ftsj1	-0.121478917794001	2.86752615105079	-2.98068133050822	0.00415123572216158	0.00694764028325948	-3.09827892986781	No
Mccc1os	0.329407814651604	0.238284619791284	2.98013247009971	0.00415770613403421	0.00695770013895754	-3.09971975470782	No
Ly6e	0.136655232466591	6.33313614978729	2.97964079399867	0.00416351037386131	0.00696664309047337	-3.10101029699216	No
Gnas	0.0855522564057551	9.41178461958771	2.97899842076757	0.00417110494814608	0.00697857943247517	-3.10269614868993	No
Swi5	0.0908960655595417	6.32249368478853	2.97785279533318	0.00418468129609311	0.00700051999781826	-3.10570207298895	No
Ppp1r3g	0.502236273373428	-0.910275549083742	2.97742701203881	0.00418973754862141	0.00700754745110098	-3.1068190368653	No
Vav1	-0.361016670389192	0.749708785369133	-2.97742109122926	0.00418980789932058	0.00700754745110098	-3.10683456818203	No
Keap1	0.107926530602549	5.4701876599775	2.97708248332148	0.00419383304603381	0.00701350471176092	-3.10772275773959	No
Triobp	-0.12245450044877	4.06926894065976	-2.97662443572774	0.0041992837346501	0.00702184438033064	-3.10892412589578	No
Dpp8	0.12819264616377	6.21339083719488	2.97653295564685	0.0042003731209212	0.00702289024790204	-3.10916404362661	No
Psmf1	-0.119486016588573	3.9197075388907	-2.97630704915868	0.0042030644435719	0.0070266139753497	-3.10975648768838	No
Ifi208	0.49576906679074	-0.348159365413547	2.97612038016899	0.00420528952249777	0.00702955750790318	-3.11024600552002	No
Traf4	-0.329687539118789	1.83023778213637	-2.97590622970417	0.00420784352728973	0.00703305016187611	-3.11080756231551	No
Bag4	-0.218898997488316	2.60463930630398	-2.97562935578689	0.00421114772326068	0.00703779578656659	-3.11153355150911	No
Gak	-0.125278248966591	4.67882411539475	-2.97410455123321	0.00422938791169301	0.00706749908457984	-3.1155308338323	No
RP23-34E20.3	-0.424577454638067	3.28078852419852	-2.9735933635644	0.00423551931988395	0.00707696373779285	-3.11687057473384	No
Rapsn	0.34229922868432	2.98720930489116	2.97325865243809	0.00423953846708785	0.00708289739706167	-3.11774770640913	No
Adra2b	0.450414259004815	-0.218820075863892	2.97296354430255	0.00424308500996988	0.00708804026494416	-3.11852099520672	No
RP23-23P9.5	0.436731985833366	-0.989167604368908	2.97275751236626	0.0042455626899769	0.00709139666786609	-3.11906083878081	No
RP23-330D3.9	-0.478132616999294	-1.13617616645439	-2.97237140105235	0.00425020957455892	0.00709837516986683	-3.12007245047547	No
Kmt2c	0.202884980679296	5.28963640359028	2.97061562789095	0.00427140015872523	0.00713297910676034	-3.12467134702525	No
Tgds	-0.139211703170443	2.75332829759843	-2.97052143256514	0.00427253978161313	0.00713409521443409	-3.12491801585932	No
Pithd1	0.191167132843292	3.60530614199955	2.96943986063712	0.00428564545720653	0.00715518925015908	-3.12774990699794	No
Wdfy4	-0.303752001616721	1.45133880290717	-2.96904397612471	0.00429045182247844	0.00716242387391691	-3.12878626424354	No
Wnt10b	-0.890181678144649	-1.68717034087565	-2.96761208693895	0.00430787800445935	0.00719011850936589	-3.13253384634406	No
Cish	0.339632809408003	6.0897815896768	2.96760278122135	0.00430799147046827	0.00719011850936589	-3.13255819715023	No
Elovl5	-0.170331508048028	4.59267747229086	-2.96746500876463	0.00430967167568062	0.007192129845271	-3.1329187076248	No
Pcdhb22	-0.263258945000503	1.35725495345702	-2.96718715284643	0.0043130621228827	0.0071969945344134	-3.13364573799994	No
March1	-0.323583944302628	0.455584722430907	-2.96582140654813	0.00432976326825736	0.007224066610259	-3.13721857839016	No
RP23-105I10.8	-0.917168087320003	1.10575601475082	-2.9647088026898	0.00434341324070143	0.00724487465633632	-3.14012828626108	No
Neat1	0.418343236958435	9.41260813566044	2.96469828032475	0.00434354252493415	0.00724487465633632	-3.1401558007275	No
Tdg	0.124137378026619	3.66360758939403	2.96468787365922	0.00434367039112884	0.00724487465633632	-3.14018301258503	No
