gene	logFC	AveExpr	t	P.Value	adj.P.Val	B	DEG
Pigf	-0.517530174632399	0.706119516655266	-6.43070632961293	2.33009229982402e-08	9.45401694846853e-08	8.60133263405972	No
Ubiad1	0.623163352368425	3.9166379576509	6.42994807024852	2.33697599104623e-08	9.47940582863285e-08	8.59842197427739	No
B4galt6	-0.469700106025401	4.36826201133051	-6.42870660206274	2.34829007056886e-08	9.52274714392483e-08	8.59365659700912	No
Psmg4	0.509535883308424	1.92397211459899	6.42860417616233	2.34922595421239e-08	9.52399102701317e-08	8.59326344234195	No
Plekhb1	-0.730463279901937	1.01040918585556	-6.42842671111968	2.35084836188159e-08	9.52801673418033e-08	8.59258225779734	No
Cd37	-0.900316778028019	0.957643081192033	-6.4274701378941	2.35961268098057e-08	9.56097879140362e-08	8.58891058991712	No
Rgs2	-1.30297938032959	4.94140278159965	-6.42714299002729	2.36261752612798e-08	9.57059248341595e-08	8.58765490244111	Yes
Bnip1	0.349472316189924	3.72241323533179	6.42702537610435	2.3636987367067e-08	9.57241077481704e-08	8.5872034691981	No
RP23-64O4.4	2.17366331158868	0.434965451970132	6.42631515105732	2.37023821336067e-08	9.59632684510668e-08	8.58447746942295	Yes
Camkk1	-0.855800932954169	1.00588611676481	-6.42589020139763	2.37415958372844e-08	9.60963309585055e-08	8.58284644486608	No
Smim14	-0.311904514495655	5.83846261914415	-6.4254406275848	2.37831520448606e-08	9.62388012978081e-08	8.58112092976116	No
Cetn4	-1.09437373189802	-0.836246783015801	-6.42520151194338	2.38052840761765e-08	9.63026163402353e-08	8.58020318565238	Yes
Cuta	0.346883229689448	3.75009353115151	6.42505782529579	2.38185932532964e-08	9.63307145787871e-08	8.57965170823887	No
Cbr3	-0.7649086369107	0.952781125245878	-6.42406800830582	2.39104776912707e-08	9.66764987421088e-08	8.57585279475279	No
Lrrc1	0.496798650291313	3.79118636698984	6.42291619786688	2.40178437062268e-08	9.70846777102434e-08	8.57143228231791	No
Tm6sf2	-0.986318932566843	-0.759348622913991	-6.42141346269602	2.41586421646946e-08	9.76277429495853e-08	8.56566517468357	No
Tbc1d16	0.477122375607333	6.25427914478347	6.42054115089079	2.42407493883657e-08	9.79334038540379e-08	8.56231757881542	No
RP23-284J4.2	0.394459210313753	2.47992949091498	6.42007913857006	2.42843490949586e-08	9.80833715580265e-08	8.5605445868378	No
Slc35d2	-0.688040726337218	0.249745944555391	-6.41963703947443	2.43261426075679e-08	9.8225966069182e-08	8.55884803405748	No
Tagap1	0.419504429241532	3.66135433193884	6.41894415777153	2.43917875877754e-08	9.84540072692444e-08	8.55618914646079	No
Hrc	0.810751264437322	9.46311819151122	6.41890370435344	2.4395625661708e-08	9.84540072692444e-08	8.55603391073674	No
Ccl24	-0.824778895308009	0.371760026939897	-6.4175708393086	2.45224194523158e-08	9.89393351996685e-08	8.55091927965837	No
Ncor1	0.302142249807449	6.62816764824182	6.41744664385411	2.45342673296222e-08	9.89607617468214e-08	8.55044271151248	No
Rbpms2	-0.429587043217707	4.51285121960702	-6.41595338836949	2.46771658476792e-08	9.95106384129376e-08	8.54471285664973	No
Platr25	-0.806255847141766	0.904144644592805	-6.41472334456052	2.47954974270279e-08	9.99611824368439e-08	8.53999316576758	No
Lep	-3.24817555311184	-2.76241173394522	-6.41463661590535	2.48038620796367e-08	9.99682811931682e-08	8.53966039314508	Yes
Cst6	0.910706251282602	0.954803093849496	6.41431006960809	2.48353814175645e-08	1.00068672850437e-07	8.53840746193086	No
Zbtb18	0.326963605115589	4.89689289345692	6.41170573228956	2.50881901998231e-08	1.01060410655913e-07	8.52841524467357	No
Abcb8	0.456102754128553	5.85433037529132	6.41145948194692	2.51122262582307e-08	1.01130322185979e-07	8.5274704789771	No
Lrtm1	2.31567389066865	8.20271192841739	6.41136456039527	2.51214974946503e-08	1.01140752413302e-07	8.5271063040671	Yes
Angptl3	1.10621261162049	-0.58598863158249	6.4112901683185	2.51287659421355e-08	1.01143115881959e-07	8.52682089297774	Yes
Zfp362	-0.335638058871787	3.04652684670818	-6.41101367582831	2.51557988596289e-08	1.01225008808363e-07	8.52576011288595	No
Rasgrf1	-1.57909611950534	-2.47703844473018	-6.41011932377007	2.52434386354087e-08	1.01550670758123e-07	8.522328933782	Yes
Sparcl1	0.34982249364135	7.89902931244181	6.4096245145413	2.52920565837025e-08	1.01719222254009e-07	8.52043063666102	No
Bicd2	0.245433491823424	6.78442247738017	6.40943411906099	2.53107888642786e-08	1.01767522397729e-07	8.51970020624769	No
Intu	0.75088958298964	4.90061158805568	6.40871898095614	2.53812718455968e-08	1.02023816568944e-07	8.5169566959199	No
Arf5	0.345102078782562	5.45686090545668	6.40809324882911	2.54431031510798e-08	1.02224161301299e-07	8.51455622230602	No
RP23-275N21.4	0.76990036864987	3.38492509465087	6.40807792920995	2.544461882569e-08	1.02224161301299e-07	8.51449745273359	No
Sf3b2	0.200423173501616	6.80246434084863	6.4033271784884	2.59189996914118e-08	1.04102365966726e-07	8.49627370884667	No
Ddx26b	-0.510030336021252	4.03928657583515	-6.40295655238837	2.59563757676363e-08	1.04224831928509e-07	8.49485210062434	No
Cdc42ep1	0.283463125672845	4.84045509838673	6.40274978397469	2.59772507690529e-08	1.04280992347368e-07	8.49405900679162	No
RP23-203D1.2	1.42234108347975	1.89822606965034	6.40235887498171	2.60167619185806e-08	1.04411914613858e-07	8.49255962455125	Yes
Pld1	-0.486212700480972	3.73011311435036	-6.40019195551763	2.62368694170127e-08	1.05267354687182e-07	8.48424842470624	No
Wdr54	-0.516993822604556	0.702355533351517	-6.40003962208246	2.62524123359863e-08	1.05296705799045e-07	8.48366417043011	No
Snhg8	-0.446952425782784	2.12488523657814	-6.3999839352489	2.62580964718849e-08	1.05296705799045e-07	8.48345059174663	No
Sowahc	-0.89786659266389	1.36533449468894	-6.39889042704961	2.63699626437983e-08	1.05717291976117e-07	8.47925666987834	No
Socs3	-0.69159756133222	2.09635964147372	-6.39874302133328	2.63850784803188e-08	1.05749885632795e-07	8.47869133606957	No
Rims4	0.966499456937483	0.269232540562418	6.39826223233078	2.64344412648554e-08	1.05919685512806e-07	8.47684741945047	No
Cryab	0.596641748797223	9.78925778164622	6.3966315379036	2.66025500367568e-08	1.06565070774391e-07	8.47059358628208	No
Saraf	0.42234170355978	7.70534582744552	6.39647740995363	2.6618494000949e-08	1.06600730737134e-07	8.47000250927188	No
D930015E06Rik	0.604208654758266	4.0172876599379	6.39498380770208	2.67734945382504e-08	1.07193113017729e-07	8.46427471482815	No
Rab2b	-0.366501849135823	2.18199969008906	-6.39406486563241	2.68693044647352e-08	1.07548263084918e-07	8.46075079800736	No
Ppm1l	0.465285839270141	5.68866406291227	6.39322316676212	2.69573599646534e-08	1.07872195385917e-07	8.45752317102893	No
Zfp770	0.563120313074636	4.38451684101097	6.3930999862445	2.69702707073042e-08	1.07895337729168e-07	8.45705082243369	No
RP23-216C6.2	-0.892996300539067	-0.410937571495382	-6.39250689328903	2.70325198081436e-08	1.08115795206256e-07	8.4547765686771	No
Cntrl	-0.51998852319996	3.5243681135921	-6.39169204924779	2.71182761564879e-08	1.08430127960093e-07	8.45165205880784	No
P4ha2	0.483733897833847	5.45464092054507	6.39072067360822	2.72208597317795e-08	1.08786110721737e-07	8.44792742563247	No
Rnf34	0.423011485614991	4.91621352297444	6.39071292383224	2.72216797076192e-08	1.08786110721737e-07	8.44789771038472	No
Il2ra	0.733209974122025	0.633187532037147	6.39002063816288	2.72950271098867e-08	1.09050440852326e-07	8.44524328091338	No
Sptbn1	0.398562140804435	9.55869818822405	6.38911673349683	2.73910912638447e-08	1.09405366636433e-07	8.44177752051617	No
Eya3	0.240245019070932	4.84521016308366	6.38850915532816	2.74558515741691e-08	1.09635104492158e-07	8.43944798870502	No
Tmem107	-0.648865353153842	0.991959658484878	-6.38711306339508	2.76052349446087e-08	1.10202543932354e-07	8.4340953491281	No
Nepn	0.909471270557158	-0.31253731445383	6.38550402520619	2.77784062493839e-08	1.10864622674182e-07	8.42792653673563	No
Zfp808	-0.738717075382752	0.125916530378169	-6.38440563041716	2.78972397769492e-08	1.11309545530695e-07	8.423715619176	No
Gys1	0.523966548249001	6.77119478128055	6.3829540434441	2.80550601169718e-08	1.11909749683984e-07	8.41815087293756	No
Tnfaip2	0.689213635724933	4.60738610792831	6.38124150561757	2.82423932239212e-08	1.12627331038914e-07	8.41158605587799	No
Grb14	0.654606771225061	6.48402599215174	6.38025723149052	2.83506243134542e-08	1.13029167989747e-07	8.40781310122593	No
Arvcf	0.407819263367205	3.67126426157796	6.37976929065808	2.84044311927623e-08	1.13213870299114e-07	8.40594274890901	No
Hagh	0.540295533136798	5.1054007902643	6.3794150955228	2.84435530591102e-08	1.13339959517981e-07	8.40458508099941	No
Mfsd4	0.395004854601048	3.58076911244481	6.37917201606734	2.84704328683793e-08	1.13417213884612e-07	8.40365333946274	No
Cdk6	-0.549436552872303	3.61135557925983	-6.37811311263631	2.85878216539151e-08	1.1385489192238e-07	8.39959456089395	No
Lynx1	0.418701651945294	7.48873282730082	6.37786239708532	2.86156860521214e-08	1.13935890441087e-07	8.39863358603789	No
Ddx21	0.25973389696906	5.43623632411632	6.37753650161214	2.86519462652714e-08	1.14050266253925e-07	8.3973844623474	No
Man1a2	-0.36791846559826	4.69560140275862	-6.37680559684786	2.8733435321e-08	1.14344569897292e-07	8.39458302286407	No
Nrp2	0.43182285661142	4.84386202303073	6.3758851208337	2.88363876227225e-08	1.1472410928588e-07	8.39105507216475	No
Atxn7l1	0.257294700082347	3.39874825659084	6.37569481021645	2.88577189549272e-08	1.14778809653097e-07	8.39032567170055	No
Psmc4	0.243446449006771	5.32751461045902	6.37523007391883	2.89098757588311e-08	1.14956054435825e-07	8.38854450128523	No
RP24-303J15.3	2.02753560017978	-0.0752281957569485	6.37483386356754	2.89544159646117e-08	1.15102927750076e-07	8.38702598569225	Yes
AC167815.1	0.332299805446334	6.79540836970762	6.37428946739046	2.9015725827245e-08	1.15316371113897e-07	8.38493956174918	No
Cetn3	-0.311768081944614	4.75403157184711	-6.37412769294827	2.90339697126588e-08	1.15342864481968e-07	8.38431955997024	No
Ppp1r7	0.178861113762193	4.65019449881004	6.37409524020117	2.90376308984529e-08	1.15342864481968e-07	8.38419518492227	No
Sema4d	0.59928702592669	4.79310310899147	6.37252464252723	2.92153688881435e-08	1.16018429755697e-07	8.37817601507542	No
Zcrb1	0.282601608950518	5.60842312455495	6.36722872062766	2.98226947397406e-08	1.18399148431732e-07	8.35788192159588	No
Prr5l	-1.03123375553602	-0.183650674657725	-6.36682298391278	2.98697380427092e-08	1.18554822886872e-07	8.3563272590596	Yes
Sec23ip	-0.295974590090022	4.87535458312254	-6.36667619126781	2.98867761371909e-08	1.1859135443376e-07	8.35576479781957	No
RP23-14F5.9	1.08190277299202	1.18308091646116	6.36646431961495	2.99113849298027e-08	1.18657899650774e-07	8.35495297945226	Yes
RP23-453B15.7	-0.893434008068739	-0.463367916893296	-6.36613228860644	2.99499906928841e-08	1.18779921170783e-07	8.35368076244891	No
RP23-234K24.8	-0.593809749357473	2.10273398652412	-6.36544992015597	3.00294862814906e-08	1.19064002967314e-07	8.35106622407128	No
Slc8b1	-0.341297661040119	2.76972459084344	-6.36496822551806	3.00857297122756e-08	1.19255767579059e-07	8.34922061180892	No
RP23-285C18.7	-1.27355415638349	-0.978981138825385	-6.36241519463588	3.03855783029277e-08	1.20412796950188e-07	8.33943911454977	Yes
Uso1	-0.26202868147922	5.86641780036299	-6.36226093166269	3.04037910543258e-08	1.20453438623498e-07	8.33884810614828	No
Tnfrsf21	0.527885882925026	2.94703937221483	6.36160613663509	3.04812189752411e-08	1.20728595721402e-07	8.33633950191563	No
Zfp568	0.691501929546061	4.49424887963474	6.35987523709237	3.06868386731728e-08	1.21479785077987e-07	8.32970843582813	No
Kansl2	0.276558777137721	5.59824926923965	6.35987449758493	3.06869268158424e-08	1.21479785077987e-07	8.32970560285184	No
Agbl2	0.957566806456967	-0.0371437108681288	6.35961599443852	3.07177535001989e-08	1.21545107251916e-07	8.32871530791123	No
Mettl1	-0.426623597225359	2.58486073724577	-6.35958216253244	3.07217902560618e-08	1.21545107251916e-07	8.32858570244538	No
Chpf	-0.342324129668269	4.18859130130915	-6.35953418936133	3.07275152234828e-08	1.21545107251916e-07	8.328401923924	No
Epb41l4a	0.751705032360457	2.08499965362816	6.35852452923363	3.08482511823379e-08	1.21990811493791e-07	8.32453411739328	No
Plscr2	0.680747665129379	4.31876689087599	6.35811187122098	3.0897732781341e-08	1.22154577916934e-07	8.32295334011932	No
Hspbp1	0.408672543861695	3.85919100075938	6.35789012616382	3.09243546864381e-08	1.22227906329843e-07	8.32210390488282	No
Rps2	0.328963460778116	8.72396761841605	6.35591890984859	3.11620160850986e-08	1.23135108195307e-07	8.31455304335919	No
arsb	-0.514220615386247	3.143151332615	-6.3550122535904	3.12719365016666e-08	1.23537206357575e-07	8.31108019071138	No
Ptpn18	-0.92383645122243	0.798237745044796	-6.35347253043498	3.14594917256403e-08	1.24245704602855e-07	8.30518265523577	No
Kctd11	-0.425839770560667	2.13833071209332	-6.35286917645997	3.15332913753777e-08	1.24504685665224e-07	8.30287172801173	No
Myl3	2.33199168288501	11.1005101429534	6.35238424828916	3.15927303870996e-08	1.24706845528009e-07	8.30101441767588	Yes
Mthfd2	-1.01947722197143	1.24457541512142	-6.35222701472653	3.16120268427707e-08	1.24750485491622e-07	8.30041220739315	Yes
Ube2v1	0.209955309022442	6.25432260847774	6.35177667860976	3.16673590893447e-08	1.24936273623794e-07	8.29868741922891	No
Ccdc58	0.355361600656674	3.08059276666389	6.35163400834084	3.16849088796861e-08	1.24972941797991e-07	8.29814099665773	No
Arhgdib	-0.538137617715823	3.71628024387022	-6.35136217087527	3.17183742134072e-08	1.25072349268705e-07	8.29709987427709	No
P2ry1	0.664663354554228	5.12853493694252	6.35023206725129	3.18578758574662e-08	1.25589719981855e-07	8.29277173062785	No
Acsl5	-0.437237128903433	3.88967738172029	-6.34998622848532	3.18883032107071e-08	1.25676941943162e-07	8.29183022079874	No
Xpo4	0.387182591579117	4.07250879134818	6.3496001024083	3.19361521770764e-08	1.25832762013686e-07	8.29035145454856	No
Cplx2	-0.58959998527359	1.44107910180861	-6.34903804115345	3.20059306892821e-08	1.26074883886118e-07	8.28819893104726	No
Tcaim	0.430532118885906	5.65177173154686	6.34827065836411	3.21014440757317e-08	1.26418225915303e-07	8.28526014690169	No
Tnik	0.714450924240755	4.60278793792285	6.34807107701658	3.21263316336095e-08	1.26483331149436e-07	8.28449583730703	No
Ugt1a6a	-1.71619500847638	0.618543438184413	-6.34712930963021	3.22440278794349e-08	1.2691370099815e-07	8.28088934010778	Yes
Rnf138	-0.467870375719078	2.45671459153189	-6.34534767158996	3.24678593196221e-08	1.27740245424535e-07	8.2740668371018	No
Fxn	0.493644928173035	3.62558751780703	6.34532356309789	3.24708986916112e-08	1.27740245424535e-07	8.27397451991458	No
RP24-269A16.1	-0.398058333136815	3.12155880031428	-6.34502882149333	3.25080798090634e-08	1.27828182414922e-07	8.27284588914739	No
Ccdc114	-0.67788797375404	0.52200461215737	-6.34501249821734	3.25101401966872e-08	1.27828182414922e-07	8.27278338400614	No
Egflam	0.702723567566876	3.48383487660077	6.34493433757818	3.25200077363203e-08	1.27833777489592e-07	8.27248409145741	No
Alkbh3	0.37754836518471	4.11521007332122	6.34469652460538	3.25500491995072e-08	1.2791865129339e-07	8.27157346285417	No
Lgi3	-0.920083433020868	1.57259510705117	-6.34325223770565	3.27330904333283e-08	1.28595759820595e-07	8.2660431683129	No
Dok1	-0.763485611773253	1.13857888391823	-6.34320310398468	3.27393353381273e-08	1.28595759820595e-07	8.26585503542879	No
Sec24d	-0.404093851115703	5.08033435415726	-6.34304251199559	3.27597548693047e-08	1.2864258604709e-07	8.26524013107504	No
Mob3a	-0.667027641523595	2.52476657778984	-6.3425099064507	3.2827567161561e-08	1.28875443903452e-07	8.26320081354027	No
Ace2	0.805762160240232	0.528101060414752	6.34181727627978	3.29159627774655e-08	1.29188966690504e-07	8.26054881927054	No
Tmem9	-0.408247030133142	3.12295694699888	-6.34125457422074	3.29879506772496e-08	1.29437946436549e-07	8.25839434414138	No
Rbm38	0.638521207761955	6.649714630623	6.33952482123144	3.32102235067742e-08	1.3027633154847e-07	8.2517716897679	No
Asf1a	0.26987257765218	3.67964414279657	6.33907514739481	3.32682498203716e-08	1.30470146575333e-07	8.25005009328685	No
RP23-331E5.6	-0.901541111839196	0.559615508544903	-6.33729884457336	3.34984522521007e-08	1.31338920018726e-07	8.24324966640827	No
Clec4g	-1.74659871874958	-2.34021157343417	-6.33695233358053	3.35435429935598e-08	1.31481655576517e-07	8.24192312053303	Yes
Ttc23	-0.355985013659148	2.45803124562205	-6.33593312853662	3.36765198895538e-08	1.31968718117542e-07	8.23802138470946	No
N4bp2l1	-0.774381578585717	1.21862991049285	-6.33448767705279	3.38660084245771e-08	1.32676924309329e-07	8.23248809216344	No
Cul5	0.240886773217142	5.56176104645079	6.33385905125612	3.39487470778858e-08	1.32957667376037e-07	8.23008174280711	No
Fubp3	-0.285693079731543	3.25896161930026	-6.33380982486038	3.39552346463045e-08	1.32957667376037e-07	8.2298933084631	No
Cnga3	1.68503789353579	0.819292119861032	6.33346652224981	3.40005129166463e-08	1.33100533884715e-07	8.22857918386495	Yes
Cpxm2	1.63683066594142	4.50877547904341	6.33311082718644	3.40474889164571e-08	1.33249970842122e-07	8.22721763674386	Yes
RP23-292J1.4	1.23834692135535	5.5185452681252	6.33257544028229	3.41183181151512e-08	1.33469944533233e-07	8.22516828400867	Yes
Cr1l	0.210154243338713	5.5759856463475	6.33255270248921	3.41213294585554e-08	1.33469944533233e-07	8.22508124907428	No
Stambp	-0.352377413658978	3.44618154846112	-6.33117649830345	3.43040835214515e-08	1.34150146305279e-07	8.21981357432201	No
Bmp1	-0.316731818991851	5.04548794139647	-6.33041846621358	3.44051620450462e-08	1.34510677437477e-07	8.21691216103947	No
RP23-8J15.3	0.661315268533016	14.2318825917253	6.3299688533413	3.44652546937492e-08	1.34710825084941e-07	8.21519127238973	No
Kbtbd4	0.269114326690122	3.88674328109661	6.32856322271432	3.46537966623613e-08	1.35412796560358e-07	8.2098113874083	No
Trappc10	0.291230249450636	5.68126128613369	6.32763823599613	3.47784270142068e-08	1.35864729842855e-07	8.20627123574171	No
Cnksr1	1.40354212580255	2.8245782761707	6.32752442905852	3.47937918088847e-08	1.35877526798423e-07	8.20583567549415	Yes
Tmem254b	-1.25165955225789	1.6966689123659	-6.32748101653349	3.47996546041409e-08	1.35877526798423e-07	8.20566952811122	Yes
Atn1	-0.258302042687044	5.02009700417023	-6.3273131425443	3.48223349689487e-08	1.35931022888073e-07	8.2050270468428	No
Slc9a3r2	0.476340324690813	6.2089808526263	6.32596759518687	3.50046546074586e-08	1.36607491994769e-07	8.1998775354331	No
Rgs19	-0.485702275034162	1.74309814607905	-6.32398776783823	3.52746441605274e-08	1.37625660644862e-07	8.19230097119695	No
Tmem97	-0.582588437678602	1.63717244044202	-6.32342961090317	3.53511333698288e-08	1.37888548557709e-07	8.19016505372426	No
Acot2	0.873385360245736	5.7427812185615	6.32326653621839	3.53735120372519e-08	1.37940295007707e-07	8.18954101735796	No
Wnk4	-0.729380498619251	3.49908596230979	-6.32283274754158	3.54331092146521e-08	1.38137112359362e-07	8.18788105746028	No
Tnpo3	0.189107740477691	5.58230306301189	6.3227246054464	3.54479821255119e-08	1.38159514267765e-07	8.18746723833181	No
Robo1	-0.904967630729547	0.4182180240472	-6.32264646738226	3.54587324064599e-08	1.38165840712739e-07	8.18716823419904	No
RP23-286D7.1	-1.60025458331605	-1.99038947748735	-6.32238586408518	3.54946097861795e-08	1.38270047077505e-07	8.1861710114045	Yes
Sgta	0.310623341856562	5.84912499815471	6.32177387701353	3.55790042100294e-08	1.385464743474e-07	8.18382921715947	No
Ncaph2	0.163590428479306	5.72231074294491	6.3217386040494	3.55838745053965e-08	1.385464743474e-07	8.18369424501858	No
Sigmar1	-0.352735301375309	3.34155263477643	-6.32153706263705	3.56117149348855e-08	1.38619218484006e-07	8.18292304878214	No
Elmo1	-0.441736251368426	3.1625067363833	-6.3206191899311	3.57387815761118e-08	1.39078065681023e-07	8.17941087815503	No
Mast3	-0.379193174146897	2.67846443846195	-6.31966390158364	3.58715063183457e-08	1.39558689963279e-07	8.17575564443733	No
Crip2	0.515056560263128	9.17515115573976	6.31905785993348	3.59559616203014e-08	1.39851322458408e-07	8.17343679402989	No
Twnk	0.385881885322177	4.61979240072308	6.31822735303227	3.60720183857082e-08	1.4026668747055e-07	8.17025915968774	No
Slc35a2	-0.281463905330472	3.39820383033931	-6.31654251739297	3.63086055170075e-08	1.41134905576271e-07	8.16381299473415	No
Xirp2	0.893242895839128	8.78203286716179	6.31647686346961	3.63178558832184e-08	1.41134905576271e-07	8.16356181022279	No
Cnn1	-2.87534050079574	2.08947691816048	-6.31643847721086	3.63232654330263e-08	1.41134905576271e-07	8.1634149489584	Yes
As3mt	0.607354863270176	5.10339464009602	6.31396825168005	3.66730684719385e-08	1.4245750847529e-07	8.15396452504289	No
Cep70	0.382952156360399	2.45684107344626	6.31313910321984	3.67912309713896e-08	1.4287984978063e-07	8.15079258570449	No
Ccdc148	-1.26379077638793	-1.30196623315755	-6.31175988431205	3.69886229031261e-08	1.43609585408444e-07	8.14551651075248	Yes
RP24-324L19.3	0.741181195703693	-0.0824950971893498	6.31049511106576	3.71705602414246e-08	1.44278959214022e-07	8.14067843503021	No
Me3	0.614917899100384	5.85032447858985	6.30952534068826	3.73106634788731e-08	1.4478565079292e-07	8.13696894784205	No
Mettl16	0.296594046777224	4.01977822526341	6.30502343731867	3.79679579383413e-08	1.47298551325118e-07	8.1197500935944	No
Lgals7	-2.14681145619188	-2.82408194824223	-6.30459299032373	3.80314041660952e-08	1.47506891177645e-07	8.11810384865297	Yes
Tm4sf5	-1.7104674278738	-1.29737637853838	-6.30426808543316	3.80793636439496e-08	1.47655073473901e-07	8.11686126420837	Yes
Nme7	-0.463314332744875	1.46150462706887	-6.30326438348209	3.82279007615315e-08	1.481930759867e-07	8.11302272977549	No
RP24-324P21.2	1.08335634698944	2.77522992285588	6.30236082646713	3.83621097794021e-08	1.48660383223161e-07	8.10956729008487	Yes
RP24-441F24.2	-0.755378712768109	0.0589102563070184	-6.30232065093324	3.8368088073252e-08	1.48660383223161e-07	8.10941365053827	No
Zfp932	-0.348170220540016	2.36151909517172	-6.30198968205644	3.84173729123831e-08	1.48813252596636e-07	8.10814796446899	No
Mtmr12	-0.293348119768889	3.41374342381259	-6.30169552493734	3.84612288719929e-08	1.48945019868055e-07	8.10702306433466	No
Mid1	-0.471280852392975	1.92279707260404	-6.30092672642138	3.85760842513471e-08	1.49351601891788e-07	8.10408311442762	No
Cntrob	-0.525042107740954	1.59223946536866	-6.30055467079212	3.86317901445649e-08	1.49529030735981e-07	8.10266036790942	No
Dnajc2	0.303768794052201	4.62925857299096	6.30035707850184	3.86614070625031e-08	1.49605414139103e-07	8.10190477864453	No
RP24-231B8.5	-1.137121834815	-0.644769133709389	-6.30015440770075	3.86918086284117e-08	1.49684794024252e-07	8.10112977409905	Yes
2510009E07Rik	-0.381700701333097	4.32890740138882	-6.30002022304929	3.87119500190545e-08	1.49724450533584e-07	8.10061666038773	No
Dll4	0.617914087434852	3.85591375933912	6.29916327783017	3.88408251532925e-08	1.50158945188316e-07	8.09733980630335	No
Mcts2	0.42450651727986	2.15349589342907	6.29914134431545	3.88441293009279e-08	1.50158945188316e-07	8.09725593636971	No
Lgals3bp	-0.478787147479384	4.33803043643511	-6.29900939908387	3.88640119232882e-08	1.50197450215659e-07	8.09675140203956	No
Icam4	-1.47021245140415	-1.41368540513183	-6.29840284699447	3.89555424656349e-08	1.50512762083915e-07	8.09443208508186	Yes
Tprkb	-0.363358095218853	3.32734098423615	-6.29719317328653	3.91387258201037e-08	1.51181942195644e-07	8.08980670013989	No
Col1a1	-0.876365738248566	4.98636789663539	-6.2962666495756	3.92796097090443e-08	1.51687431575386e-07	8.08626410412876	No
Cstf1	0.228362273033506	3.82435958550018	6.29523664892403	3.94368193452093e-08	1.52255692743631e-07	8.08232598135109	No
Arfgap2	0.245416838529036	5.74513181451726	6.29491920999017	3.94853961369735e-08	1.52404366833632e-07	8.08111230538637	No
Ccl27a	-0.480084789802869	1.67573016640417	-6.29421570453218	3.95932635564666e-08	1.52781754707568e-07	8.07842261023042	No
Slc26a10	0.84695644267229	3.52370217965322	6.29400498687903	3.96256295099036e-08	1.52867680815729e-07	8.07761699017962	No
Acss1	0.602076374458611	8.29536185008998	6.29340988006477	3.97171791384766e-08	1.53155386152693e-07	8.07534179445391	No
Pin1	0.270896038837612	4.70224847699816	6.29338869753057	3.97204416723129e-08	1.53155386152693e-07	8.07526081076709	No
Lmod2	0.911990646032031	9.02459961322236	6.29292423884472	3.97920445538164e-08	1.53392403986675e-07	8.0734851361084	No
Klhl32	-0.975416796327621	1.33975458081452	-6.29119730978455	4.00594016591712e-08	1.54383712402376e-07	8.06688313165327	No
Eif2ak3	-0.34534532667861	3.10818543201889	-6.29089651795306	4.01061513369213e-08	1.54524540325354e-07	8.06573324913913	No
Zdhhc15	-0.784670801251466	-0.387654690148991	-6.29039068282656	4.01848915005668e-08	1.5478852100142e-07	8.06379954116058	No
Pdzd3	1.07901332115963	0.941354672975835	6.2887947376978	4.04343302271286e-08	1.55709715334081e-07	8.05769875999242	Yes
Mtrf1l	0.33592572353853	3.01545350154515	6.28871275822786	4.04471846852578e-08	1.55719603704332e-07	8.05738538734709	No
Ltbp2	-1.54820765625037	1.89433994223227	-6.28729384609899	4.06703157403878e-08	1.5653883541266e-07	8.05196161853212	Yes
Myg1	-0.230859368467856	3.23622430790962	-6.28718842954502	4.06869417369765e-08	1.56563020847572e-07	8.05155867516764	No
Uspl1	0.366352774532886	4.44030617342728	6.28662466321354	4.07759720205979e-08	1.56865734294234e-07	8.04940376223567	No
Abcf3	0.27706450237309	5.40523172593792	6.28418558016715	4.11633884628289e-08	1.58315898005667e-07	8.04008117384575	No
Eif2b3	0.271816056070681	3.2263765333514	6.28376734415034	4.12301860647643e-08	1.58532526453747e-07	8.03848267744298	No
T2	-1.73949019642419	-1.51324960782857	-6.28262148492258	4.14137464600983e-08	1.59197890785416e-07	8.03410331682014	Yes
Ppp4r1	0.283223560722502	4.84160637683768	6.28143982658499	4.16038919314368e-08	1.5988822443719e-07	8.02958730266476	No
Lrwd1	-0.282990136508167	2.59338929013331	-6.27668935246099	4.23771009272953e-08	1.62818414679542e-07	8.01143384836124	No
Capn3	1.17793978715817	1.04299584320623	6.27637609159883	4.24285874834884e-08	1.62946062305453e-07	8.0102368505734	Yes
Ttc30a1	0.600236962559566	2.1647588454304	6.27635624114	4.2431852134238e-08	1.62946062305453e-07	8.01016100059783	No
Apod	-0.798372844745777	2.60002233910895	-6.27542160440012	4.25858473585164e-08	1.63495956711444e-07	8.00658974352652	No
Ar	-0.668381305802864	2.03313974786615	-6.27530336609924	4.26053683823255e-08	1.63529428643926e-07	8.00613796131443	No
Zfp651	0.301415434054603	6.36357717877863	6.27503397664818	4.26498775093882e-08	1.63658769515113e-07	8.00510864504391	No
Wisp2	-1.24188173716023	2.1874035428584	-6.27213178600426	4.31323228075381e-08	1.65468094946911e-07	7.99402016248767	Yes
Cuedc2	0.250013722830075	4.9155253778584	6.27159275875057	4.32225229846222e-08	1.65772118809529e-07	7.99196079938597	No
Galm	0.355043384552182	4.23358768578638	6.27023699146083	4.34502246011025e-08	1.66603216821553e-07	7.98678122430195	No
